repository	original_path	corpus_path	title	documentclass	classification	word_count
standardgalactic/calculus	rsvp_v4.tex	sources/standardgalactic/calculus/rsvp_v4.tex	Geometry from Entropy Flow: Renormalization, Plenum Dynamics, and the Emergence of Physical Structure	article	standalone	13249
standardgalactic/calculus	stone_piano.tex	sources/standardgalactic/calculus/stone_piano.tex	The Stone Piano Hypothesis: Neanderthal Lithophones and the Acoustic Interpretation of the Bruniquel Cave Structures	article	standalone	13956
standardgalactic/caldera-reactor	caldera_reactor.tex	sources/standardgalactic/caldera-reactor/caldera_reactor.tex	Caldera Reactor: Thermopneumatic Compression, Fluidic Computation, and Adaptive Biomass Processing	article	standalone	5823
standardgalactic/cognition-research	cosmological-memory.tex	sources/standardgalactic/cognition-research/cosmological-memory.tex	Primordial Distinctions and Cosmological Memory: Galactic Spin as Persistence Under Transformation	article	standalone	7254
standardgalactic/cognition-research	persistence-without-reachability.tex	sources/standardgalactic/cognition-research/persistence-without-reachability.tex	Persistence Without Reachability A Reading of Aniara Through the Sociology of Unreachable Futures	article	standalone	4144
standardgalactic/computation	abstraction/armillary_sphere.tex	sources/standardgalactic/computation/abstraction/armillary_sphere.tex	% The Armillary Sphere and the Thought Experiment [0.4em] On Proposals That Are Neither Blueprints Nor Metaphors	article	standalone	5337
standardgalactic/computation	abstraction/computacao_alem_dos_dados.tex	sources/standardgalactic/computation/abstraction/computacao_alem_dos_dados.tex	% Computação Além dos Dados [0.4em] Restrições, Acessibilidade e Memória como Fundamentos de Sistemas Complexos	article	standalone	5770
standardgalactic/computation	abstraction/computation-beyond-data.tex	sources/standardgalactic/computation/abstraction/computation-beyond-data.tex	% Computation Beyond Data [0.4em] Constraints, Reachability, and Memory as Foundations of Complex Systems	article	standalone	5580
standardgalactic/computation	abstraction/creative-obstinacy.tex	sources/standardgalactic/computation/abstraction/creative-obstinacy.tex	% Too Coherent to Be Real [0.4em] Szukalski, Creative Obstinacy, Documentary Unreality, and the Problem of the Frictionless Subject	article	standalone	6204
standardgalactic/computation	abstraction/distributed-agency.tex	sources/standardgalactic/computation/abstraction/distributed-agency.tex	% When Systems Change Their Minds [0.4em] Distributed Agency, Institutional Attractors, and the Reconfiguration of Economic Priorities	article	standalone	6853
standardgalactic/computation	against_the_kitchen_sink.tex	sources/standardgalactic/computation/against_the_kitchen_sink.tex	Against the Kitchen Sink: On Vendor-Gravity Languages, Cognitive Load, and What Spherepop Proves	article	standalone	11803
standardgalactic/computation	collapse_retention.tex	sources/standardgalactic/computation/collapse_retention.tex	What Collapse Should Forget: A Retention Calculus for Spherepop	article	standalone	2759
standardgalactic/computation	continuation_geometry.tex	sources/standardgalactic/computation/continuation_geometry.tex	Selective Retention and the Geometry of Continuation	article	standalone	3111
standardgalactic/computation	continuation_geometry_monograph.tex	sources/standardgalactic/computation/continuation_geometry_monograph.tex	Continuation Geometry	report	standalone	21163
standardgalactic/computation	correspondents_and_residents.tex	sources/standardgalactic/computation/correspondents_and_residents.tex	Correspondents and Residents [6pt] A Mathematical Treatise on Sampling Regimes, Suspension Observability, and the Obligations of Interfaces	book	standalone	8156
standardgalactic/computation	diagnostic-coordinates.tex	sources/standardgalactic/computation/diagnostic-coordinates.tex	Diagnostic Coordinates and the Time of Repair: A Correction to the Anti-Alignment Theorem	article	standalone	5353
standardgalactic/computation	generative_continuation_geometry.tex	sources/standardgalactic/computation/generative_continuation_geometry.tex	Generative Continuation Geometry	report	standalone	17740
standardgalactic/computation	moon-not-computer.tex	sources/standardgalactic/computation/moon-not-computer.tex	The Moon Should Not Be a Computer	article	standalone	12727
standardgalactic/computation	processing/against_the_kitchen_sink.tex	sources/standardgalactic/computation/processing/against_the_kitchen_sink.tex	Against the Kitchen Sink: On Vendor-Gravity Languages, Cognitive Load, and What Spherepop Proves	article	standalone	11803
standardgalactic/computation	processing/collapse_retention.tex	sources/standardgalactic/computation/processing/collapse_retention.tex	What Collapse Should Forget: A Retention Calculus for Spherepop	article	standalone	2759
standardgalactic/computation	processing/continuation_geometry.tex	sources/standardgalactic/computation/processing/continuation_geometry.tex	Selective Retention and the Geometry of Continuation	article	standalone	3111
standardgalactic/computation	processing/continuation_geometry_monograph.tex	sources/standardgalactic/computation/processing/continuation_geometry_monograph.tex	Continuation Geometry	report	standalone	21163
standardgalactic/computation	processing/correspondents_and_residents.tex	sources/standardgalactic/computation/processing/correspondents_and_residents.tex	Correspondents and Residents [6pt] A Mathematical Treatise on Sampling Regimes, Suspension Observability, and the Obligations of Interfaces	book	standalone	8156
standardgalactic/computation	processing/diagnostic-coordinates.tex	sources/standardgalactic/computation/processing/diagnostic-coordinates.tex	Diagnostic Coordinates and the Time of Repair: A Correction to the Anti-Alignment Theorem	article	standalone	7156
standardgalactic/computation	processing/generative_continuation_geometry.tex	sources/standardgalactic/computation/processing/generative_continuation_geometry.tex	Generative Continuation Geometry	report	standalone	17740
standardgalactic/computation	radiative-switch/radiative_switch_computation.tex	sources/standardgalactic/computation/radiative-switch/radiative_switch_computation.tex	Radiative Switch Computation [4pt] Computation as Containment	article	standalone	9512
standardgalactic/computation	xylomorphic_computation.tex	sources/standardgalactic/computation/xylomorphic_computation.tex	Xylomorphic Computation: Thermodynamic Closure as a Stability Condition for Large-Scale Computational Infrastructure	article	standalone	9412
standardgalactic/cosmology	accessibility-relaxation.tex	sources/standardgalactic/cosmology/accessibility-relaxation.tex	% Accessibility Relaxation and Friedmann Instability [6pt] An RSVP Reinterpretation of Cosmological Saddle Geometry	article	standalone	9995
standardgalactic/cosmology	diagnosis-before-inference.tex	sources/standardgalactic/cosmology/diagnosis-before-inference.tex	Diagnosis Before Inference: The Initial Power Spectrum as an Admissibility Certificate in Cosmological Reconstruction	article	standalone	3209
standardgalactic/cosmology	interface-analysis.tex	sources/standardgalactic/cosmology/interface-analysis.tex	Interface Analysis: Stars! Planet Screen	article	standalone	221
standardgalactic/cosmology	monograph.tex	sources/standardgalactic/cosmology/monograph.tex	% RSVP Cosmology [12pt] Field Equations, Admissibility, and the Geometry of Distinction	book	standalone	4732
standardgalactic/ecological-models	urban_eco_climate.tex	sources/standardgalactic/ecological-models/urban_eco_climate.tex	% Urban Expansion in the Earth System [4pt] A Reduced-Form Eco-Climate Laboratory for Infrastructure--Carbon--Climate Feedbacks	article	standalone	4246
standardgalactic/gamma-waves	The Geometry of Outrage.tex	sources/standardgalactic/gamma-waves/The Geometry of Outrage.tex	The Geometry of Outrage: A Field-Theoretic Analysis of the Attention Economy	article	standalone	8334
standardgalactic/gamma-waves	economics/essay.tex	sources/standardgalactic/gamma-waves/economics/essay.tex	Everyone as Founder: Colonial Roots, Patriarchy, and Field-Theoretic Society	article	standalone	4429
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_II (1).tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_II (1).tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	2540
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_II.tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_II.tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	2218
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_III.tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_III.tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	3904
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_IV (1).tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_IV (1).tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	8014
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_IV (2).tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_IV (2).tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	4322
standardgalactic/gamma-waves	essay/RSVP_Monograph_Complete_Parts_I_IV (3).tex	sources/standardgalactic/gamma-waves/essay/RSVP_Monograph_Complete_Parts_I_IV (3).tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	8059
standardgalactic/gamma-waves	essay/processing/essay.tex	sources/standardgalactic/gamma-waves/essay/processing/essay.tex	The RSVP Treatise: Semantic Infrastructure and Modular Computation in an Entropy-Respecting Universe	article	standalone	9019
standardgalactic/gamma-waves	monograph/monograph.tex	sources/standardgalactic/gamma-waves/monograph/monograph.tex	Master Portfolio: Interdisciplinary Projects in Physics, Computation, and Semantics	memoir	standalone	7480
standardgalactic/gamma-waves	projects/essay.tex	sources/standardgalactic/gamma-waves/projects/essay.tex	From RSVP Fields to Mechanistic Self-Aware Machines	article	standalone	3495
standardgalactic/gamma-waves	prototypes/entropys_edge.tex	sources/standardgalactic/gamma-waves/prototypes/entropys_edge.tex	Entropy’s Edge: The RSVP Wars Implementation Specification and Mathematical Supplement	article	standalone	5471
standardgalactic/kitbash	Admissibility and Renormalization.tex	sources/standardgalactic/kitbash/Admissibility and Renormalization.tex	Admissibility and Renormalization Geometry as an Effective Interface	article	standalone	9235
standardgalactic/kitbash	Ecphoric Synthesis.tex	sources/standardgalactic/kitbash/Ecphoric Synthesis.tex	Ecphoric Synthesis and Event-Historical Algebra A Formal Framework for Persistent Knowledge, Memory, and Meaning	article	standalone	11132
standardgalactic/kitbash	Ephemeral Feeds.tex	sources/standardgalactic/kitbash/Ephemeral Feeds.tex	Ephemeral Feeds and the Erasure of Context: Memory, Auditability, and the Design of Algorithmic Attention	article	standalone	5417
standardgalactic/kitbash	Everlasting Redshift.tex	sources/standardgalactic/kitbash/Everlasting Redshift.tex	Everlasting Redshift Apparent Expansion in a Relaxing Universe	article	standalone	10109
standardgalactic/kitbash	Metric Interface Dynamics.tex	sources/standardgalactic/kitbash/Metric Interface Dynamics.tex	From Irreversible Constraint to Metric Interface Dynamics	article	standalone	9523
standardgalactic/kitbash	On Gaudiness.tex	sources/standardgalactic/kitbash/On Gaudiness.tex	On Gaudiness Taste as Expressive Restraint	article	standalone	5252
standardgalactic/kitbash	The Failure of Project Xanadu.tex	sources/standardgalactic/kitbash/The Failure of Project Xanadu.tex	The Failure of Project Xanadu	article	standalone	4221
standardgalactic/kitbash	Transformation Before Representation.tex	sources/standardgalactic/kitbash/Transformation Before Representation.tex	Transformation Before Representation: A Compositional Operator Basis for Cognition, Gesture, and Narrative	article	standalone	11264
standardgalactic/kitbash	controversial-topics/background/monograph.tex	sources/standardgalactic/kitbash/controversial-topics/background/monograph.tex	The Noise Tax: Entropy, Responsibility, and the Economics of Coherence	article	standalone	12803
standardgalactic/kitbash	cosmology/constraint_geometry.tex	sources/standardgalactic/kitbash/cosmology/constraint_geometry.tex	Constraint Geometry and Semantic Dynamics: [6pt] A Unified Field Theory of Hierarchical Inference, Cognitive Transformation, and Alignment	book	standalone	7948
standardgalactic/kitbash	cosmology/essay/essay.tex	sources/standardgalactic/kitbash/cosmology/essay/essay.tex	Roads Not Taken: Encoding Ratchets in Cinema, Computation, and Cosmology	book	standalone	1927
standardgalactic/kitbash	cosmology/generative_memory.tex	sources/standardgalactic/kitbash/cosmology/generative_memory.tex	Non-Markovian Generative Influence: A Unified Framework for Cognition, Cosmology, and Spectroscopy	article	standalone	1303
standardgalactic/kitbash	cosmology/prereq_textbook.tex	sources/standardgalactic/kitbash/cosmology/prereq_textbook.tex	Renormalization, Asymptotic Safety, and the Scalar-Vector Plenum [0.8em] A Mathematical Introduction	book	standalone	13240
standardgalactic/kitbash	cosmology/rsvp_cosmology-1.tex	sources/standardgalactic/kitbash/cosmology/rsvp_cosmology-1.tex	Cosmological Observables Without Expansion: A Scalar--Vector--Entropy Field Theory of Redshift, Luminosity Distance, and the Hubble Tension [1em] An RSVP and Spherepop Synthesis	article	standalone	9023
standardgalactic/kitbash	cosmology/rsvp_cosmology.tex	sources/standardgalactic/kitbash/cosmology/rsvp_cosmology.tex	Cosmological Observables Without Expansion: A Scalar--Vector--Entropy Field Theory of Redshift, Luminosity Distance, and the Hubble Tension [1em] An RSVP and Spherepop Synthesis	article	standalone	8090
standardgalactic/kitbash	cosmology/rsvp_cosmology_v2-1.tex	sources/standardgalactic/kitbash/cosmology/rsvp_cosmology_v2-1.tex	Cosmological Observables Without Expansion: A Scalar--Vector--Entropy Field Theory of Redshift, Luminosity Distance, and the Hubble Tension [1em] An RSVP and Spherepop Synthesis	article	standalone	10130
standardgalactic/kitbash	cosmology/rsvp_cosmology_v2.tex	sources/standardgalactic/kitbash/cosmology/rsvp_cosmology_v2.tex	Cosmological Observables Without Expansion: A Scalar--Vector--Entropy Field Theory of Redshift, Luminosity Distance, and the Hubble Tension [1em] An RSVP and Spherepop Synthesis	article	standalone	9998
standardgalactic/kitbash	essay/knowledge-ecosystems.tex	sources/standardgalactic/kitbash/essay/knowledge-ecosystems.tex	The Thermodynamics of Knowledge Ecosystems 0.5em Entropy, Freedom, and the Ethics of Repair	article	standalone	12582
standardgalactic/kitbash	essay/paper.tex	sources/standardgalactic/kitbash/essay/paper.tex	Entropic Paradoxes in Big Tech Critique: A Formal Analysis Through the RSVP Framework	article	standalone	2878
standardgalactic/kitbash	geometry-as-computational-infrastructure.tex	sources/standardgalactic/kitbash/geometry-as-computational-infrastructure.tex	Orthodromic Infrastructure Blueprint [0.5em] A Long-Term Architectural Specification for Civil Convergence	book	standalone	28272
standardgalactic/kitbash	irreversible-histories.tex	sources/standardgalactic/kitbash/irreversible-histories.tex	Irreversible Histories as Ontological Primitives: A Constraint-First Foundation for Dynamic Ontologies	article	standalone	9351
standardgalactic/kitbash	monograph/Scalar-Extraction.tex	sources/standardgalactic/kitbash/monograph/Scalar-Extraction.tex	Scalar Extraction in Platform Capitalism: A Field-Theoretic, Economic, and Algorithmic Theory of Extractive Social Networks and Their Non-Extractive Redesign	article	standalone	2609
standardgalactic/kitbash	operations/essay-01/monograph.tex	sources/standardgalactic/kitbash/operations/essay-01/monograph.tex	From RSVP Field Dynamics to TAG Multi-Agent Hierarchies	article	standalone	3815
standardgalactic/kitbash	operations/essay-03/essay-03.tex	sources/standardgalactic/kitbash/operations/essay-03/essay-03.tex	Chokepoint Capitalism in Knowledge Infrastructures: An RSVP-Theoretic Analysis	article	standalone	4963
standardgalactic/kitbash	paperbot/geometry-of-control.tex	sources/standardgalactic/kitbash/paperbot/geometry-of-control.tex	The Geometry of Control [0.5em] Admissibility, Reachability, and Projection Collapse in Prisoners of Power	article	standalone	16128
standardgalactic/kitbash	paperbot/paperbot-parliament.tex	sources/standardgalactic/kitbash/paperbot/paperbot-parliament.tex	Paperbot Parliament: A Multi-Agent Framework for Distinction-Centered Document Analysis [0.6em] Concept, Formal Theory, Algorithm, and First Experimental Run	article	standalone	6429
standardgalactic/kitbash	paperbot/parliament_hydra.tex	sources/standardgalactic/kitbash/paperbot/parliament_hydra.tex	Parliament on a Plenum [0.4em] Augmenting Paperbot Parliament with HYDRA Architecture	article	standalone	5103
standardgalactic/kitbash	paperbot/reachability_systems.tex	sources/standardgalactic/kitbash/paperbot/reachability_systems.tex	Civilizations as Reachability Systems [0.4em] A Geometric Reading of Turchin, McKee, and the Biology of Innovation	article	standalone	4254
standardgalactic/kitbash	paradox-of-precaution.tex	sources/standardgalactic/kitbash/paradox-of-precaution.tex	Paradox of Precaution 0.3em How AGI Safety Could Erode Human Trust 0.3em A Thermodynamic Theory of Mutual Corrigibility 0.3em Extended Version	article	standalone	8758
standardgalactic/kitbash	philosophy/structural-semantics.tex	sources/standardgalactic/kitbash/philosophy/structural-semantics.tex	Structural Semantics	book	standalone	39324
standardgalactic/kitbash	physics/RSVP_Study_Guide (1).tex	sources/standardgalactic/kitbash/physics/RSVP_Study_Guide (1).tex	RSVP Study Guide: A Comprehensive Framework for Relativistic Scalar Vector Plenum	report	standalone	3016
standardgalactic/kitbash	physics/RSVP_Study_Guide (2).tex	sources/standardgalactic/kitbash/physics/RSVP_Study_Guide (2).tex	RSVP Study Guide: A Comprehensive Framework for Relativistic Scalar Vector Plenum	report	standalone	5718
standardgalactic/kitbash	physics/RSVP_Study_Guide (3).tex	sources/standardgalactic/kitbash/physics/RSVP_Study_Guide (3).tex	RSVP Study Guide: A Comprehensive Framework for Relativistic Scalar Vector Plenum	report	standalone	5716
standardgalactic/kitbash	physics/constraint-accumulation.tex	sources/standardgalactic/kitbash/physics/constraint-accumulation.tex	Time as Irreversible Constraint Accumulation: An Event-Based Interpretation of Proper Time, Entropy, and Dissipative Structure	article	standalone	12449
standardgalactic/kitbash	physics/processing/constraint-accumulation.tex	sources/standardgalactic/kitbash/physics/processing/constraint-accumulation.tex	Time as Irreversible Constraint Accumulation: An Event-Based Interpretation of Proper Time, Entropy, and Dissipative Structure	article	standalone	11875
standardgalactic/kitbash	prereq_textbook.tex	sources/standardgalactic/kitbash/prereq_textbook.tex	Renormalization, Asymptotic Safety, and the Scalar-Vector Plenum [0.8em] A Mathematical Introduction	book	standalone	13240
standardgalactic/kitbash	processing/essay/main.tex	sources/standardgalactic/kitbash/processing/essay/main.tex	From Gossip to Chokepoint Capitalism: Cycles of Semantic Constraint	article	standalone	1614
standardgalactic/kitbash	processing/unreadability.tex	sources/standardgalactic/kitbash/processing/unreadability.tex	% The Unreadability of Dynamic Readability: An Explicit Specification of a Conceptualization [0.5em] Progressive Methodological Refinement and Increasingly Rigorous Framework Instantiation	article	standalone	5450
standardgalactic/kitbash	research/essay/thermal-infrastructure.tex	sources/standardgalactic/kitbash/research/essay/thermal-infrastructure.tex	A Categorical and Bioeconomic Framework for Useful Computation as Heat, Semantic Merging, and Polycomputational Agency	article	standalone	1293
standardgalactic/kitbash	research/math/entropic-gravity.tex	sources/standardgalactic/kitbash/research/math/entropic-gravity.tex	The Fall of Space: Entropic Relaxation and Structure Without Expansion in a Scalar-Vector Plenum	article	standalone	3950
standardgalactic/kitbash	research/psychology/emotions.tex	sources/standardgalactic/kitbash/research/psychology/emotions.tex	From Catharsis to Geometric Bayesianism: RSVP and the Demise of the Hydraulic Model of Emotion	article	standalone	3640
standardgalactic/kitbash	sandbox/essay/essay.tex	sources/standardgalactic/kitbash/sandbox/essay/essay.tex	The Moon Should Not Be a Computer	article	standalone	3944
standardgalactic/kitbash	thesis/constraint_closure.tex	sources/standardgalactic/kitbash/thesis/constraint_closure.tex	Inference as Constraint Closure: A Variational, Spectral, and Sheaf-Theoretic Framework for Reconstruction	article	standalone	5444
standardgalactic/kitbash	workspace/operator-ecology.tex	sources/standardgalactic/kitbash/workspace/operator-ecology.tex	Operator Ecology	article	standalone	5134
standardgalactic/library	Agency Is Not Computation.tex	sources/standardgalactic/library/Agency Is Not Computation.tex	Agency Is Not Computation Why Irreversibility, Not Intelligence, Defines the Limit of Artificial Systems	article	standalone	7238
standardgalactic/library	Cognition-as-Constraint-Historical-Computation.tex	sources/standardgalactic/library/Cognition-as-Constraint-Historical-Computation.tex	Cognition as Constraint-Historical Computation: A Formalization of the Info--Computational Framework	article	standalone	13550
standardgalactic/library	Constraint Before Optimization.tex	sources/standardgalactic/library/Constraint Before Optimization.tex	Constraint Before Optimization: Toward a Thermodynamics of Trust and Meaning	article	standalone	6159
standardgalactic/library	Hallucination is Normal.tex	sources/standardgalactic/library/Hallucination is Normal.tex	Hallucination Is Normal: A Geometric Theory of Manifold-Aligned Semantic Dynamics	article	standalone	5915
standardgalactic/library	Identity as Namespace.tex	sources/standardgalactic/library/Identity as Namespace.tex	Identity as Namespace: Entropy, Reputation, and Metric Collapse in Platform Architectures	article	standalone	12292
standardgalactic/library	Indivisibility-and-entropy.tex	sources/standardgalactic/library/Indivisibility-and-entropy.tex	Indivisibility and Entropy in Quantum Theory Wave Functions as Compression Artifacts of a Thermodynamic Plenum	article	standalone	10080
standardgalactic/library	Intelligence Is a Trajectory.tex	sources/standardgalactic/library/Intelligence Is a Trajectory.tex	Intelligence Is a Trajectory	scrartcl	standalone	14226
standardgalactic/library	Merit without Mercy.tex	sources/standardgalactic/library/Merit without Mercy.tex	Merit Without Mercy: Functional Reduction, Organizational Blindness, and the End of Human Justification	article	standalone	6177
standardgalactic/library	Simulation as Civic Infrastructure.tex	sources/standardgalactic/library/Simulation as Civic Infrastructure.tex	Simulation as Civic Infrastructure Preference Revelation and the End of Narrative Coordination	article	standalone	10626
standardgalactic/library	The Logic of Redundancy.tex	sources/standardgalactic/library/The Logic of Redundancy.tex	The Logic of Redundancy	article	standalone	13344
standardgalactic/library	The Myth of Dual Cognition.tex	sources/standardgalactic/library/The Myth of Dual Cognition.tex	The Myth of Dual Cognition Automaticity, Attention, and the Misreading of System~1	article	standalone	4248
standardgalactic/library	The Stack Capture Race.tex	sources/standardgalactic/library/The Stack Capture Race.tex	The Stack Capture Race	article	standalone	7957
standardgalactic/library	Thermodynamic-Reachability.tex	sources/standardgalactic/library/Thermodynamic-Reachability.tex	Thermodynamic Reachability Geometric Bayesianism with Sparse Heuristics in Dynamically Constrained Systems	article	standalone	13915
standardgalactic/library	Worldline Selection Under Constraint.tex	sources/standardgalactic/library/Worldline Selection Under Constraint.tex	Worldline Selection Under Constraint: Equilibrium Pruning in an Event-Historical Framework	article	standalone	7139
standardgalactic/library	astrophysics/solar-interiors.tex	sources/standardgalactic/library/astrophysics/solar-interiors.tex	Degenerate Lattice Cores in Solar Interiors: Beyond the Point-Mass Approximation	article	standalone	4486
standardgalactic/library	astrophysics/time/entropic-smoothing.tex	sources/standardgalactic/library/astrophysics/time/entropic-smoothing.tex	Entropic Smoothing and Relational Geodesics: A Sheaf--Functor Equivalence between RSVP Field Dynamics and Barbour's Configuration Space	article	standalone	2021
standardgalactic/library	baseline/text_as_substrate.tex	sources/standardgalactic/library/baseline/text_as_substrate.tex	Text as Substrate: On Semantic Compression and the Emergence of a Universal Representational Medium	article	standalone	21487
standardgalactic/library	computing/magnetic-fluidic-computing.tex	sources/standardgalactic/library/computing/magnetic-fluidic-computing.tex	Magnetic Fluidic Computing [0.3em] Circulation, Admissibility, and the Architecture of Trajectory	article	standalone	8340
standardgalactic/library	constraint_geometry.tex	sources/standardgalactic/library/constraint_geometry.tex	Constraint Geometry and Semantic Dynamics: [6pt] A Unified Field Theory of Hierarchical Inference, Cognitive Transformation, and Alignment	book	standalone	7948
standardgalactic/library	field-dynamics-essay.tex	sources/standardgalactic/library/field-dynamics-essay.tex	as Field Dynamics: [0.4em] The RSVP Interpretation of the Free Energy Principle	article	standalone	12068
standardgalactic/library	geology/paper.tex	sources/standardgalactic/library/geology/paper.tex	Planetary Autocatalysis: Hierarchical Selection, Entropy Fields, and the Emergence of Complexity	book	standalone	7195
standardgalactic/library	intelligence-under-constraint.tex	sources/standardgalactic/library/intelligence-under-constraint.tex	Intelligence Under Constraint: Construction, Legibility, and Boundary Conditions	article	standalone	16793
standardgalactic/library	monograph/constraint_regimes-v1.tex	sources/standardgalactic/library/monograph/constraint_regimes-v1.tex	Constraint Regimes and the Structure of Surviving Objects On the Invariance of Selection Pressure Across Censorship, Feed Dynamics, and Cognitive Strategy	article	standalone	3507
standardgalactic/library	monograph/constraint_regimes.tex	sources/standardgalactic/library/monograph/constraint_regimes.tex	Constraint Regimes and the Structure of Surviving Objects On the Invariance of Selection Pressure Across Censorship, Feed Dynamics, and Cognitive Strategy	article	standalone	6837
standardgalactic/library	monograph/processing/constraint_regimes-v1.tex	sources/standardgalactic/library/monograph/processing/constraint_regimes-v1.tex	Constraint Regimes and the Structure of Surviving Objects On the Invariance of Selection Pressure Across Censorship, Feed Dynamics, and Cognitive Strategy	article	standalone	3507
standardgalactic/library	monograph/processing/constraint_regimes.tex	sources/standardgalactic/library/monograph/processing/constraint_regimes.tex	Constraint Regimes and the Structure of Surviving Objects On the Invariance of Selection Pressure Across Censorship, Feed Dynamics, and Cognitive Strategy	article	standalone	6837
standardgalactic/library	monograph/processing/topology_of_intention-v1.tex	sources/standardgalactic/library/monograph/processing/topology_of_intention-v1.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	2462
standardgalactic/library	monograph/processing/topology_of_intention-v2.tex	sources/standardgalactic/library/monograph/processing/topology_of_intention-v2.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	4249
standardgalactic/library	monograph/processing/topology_of_intention.tex	sources/standardgalactic/library/monograph/processing/topology_of_intention.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	4700
standardgalactic/library	monograph/topology_of_intention-v1.tex	sources/standardgalactic/library/monograph/topology_of_intention-v1.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	2462
standardgalactic/library	monograph/topology_of_intention-v2.tex	sources/standardgalactic/library/monograph/topology_of_intention-v2.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	4249
standardgalactic/library	monograph/topology_of_intention.tex	sources/standardgalactic/library/monograph/topology_of_intention.tex	Topology of Intention [0.4em] Process-Based Identity and the Geometric Binding of the Self	article	standalone	4704
standardgalactic/library	physics/affine-quantum-deformation-abstract.tex	sources/standardgalactic/library/physics/affine-quantum-deformation-abstract.tex	Affine Quantum Deformation and the Geometry of Awareness: A Unified Variational Framework	article	standalone	316
standardgalactic/library	physics/affine-quantum-deformation-article.tex	sources/standardgalactic/library/physics/affine-quantum-deformation-article.tex	Affine Quantum Deformation and the Geometry of Awareness: A Unified Theory of Quantum Structure and Semantic Dynamics	article	standalone	555
standardgalactic/library	physics/affine-quantum-deformation-summary.tex	sources/standardgalactic/library/physics/affine-quantum-deformation-summary.tex	Executive Summary: Affine Quantum Deformation and the Geometry of Awareness	article	standalone	187
standardgalactic/library	physics/affine-quantum-deformation-workshop.tex	sources/standardgalactic/library/physics/affine-quantum-deformation-workshop.tex	Affine Quantum Deformation and the Geometry of Awareness	article	standalone	252
standardgalactic/library	physics/monograph/essay.tex	sources/standardgalactic/library/physics/monograph/essay.tex	Reflexive Field Dynamics: A Lagrangian Theory of Mind	book	standalone	5607
standardgalactic/library	physics/monograph/incomplete.tex	sources/standardgalactic/library/physics/monograph/incomplete.tex	Reflexive Field Dynamics: A Lagrangian Theory of Mind: To be assigned upon publication	book	standalone	2413
standardgalactic/library	pipeline/monograph.tex	sources/standardgalactic/library/pipeline/monograph.tex	Extrapolated Riemannian Curvature of Semantic Manifolds	article	standalone	9425
standardgalactic/library	pipeline/suggestions - 01.tex	sources/standardgalactic/library/pipeline/suggestions - 01.tex	Extrapolated Riemannian Curvature of Semantic Manifolds	article	standalone	4272
standardgalactic/library	pipeline/suggestions - 02.tex	sources/standardgalactic/library/pipeline/suggestions - 02.tex	Extrapolated Riemannian Curvature of Semantic Manifolds	article	standalone	1436
standardgalactic/library	processing/The Coordination Engine.tex	sources/standardgalactic/library/processing/The Coordination Engine.tex	The Coordination Engine: Civilization as an Error-Correcting System	article	standalone	14299
standardgalactic/library	processing/lower-vertebrates.tex	sources/standardgalactic/library/processing/lower-vertebrates.tex	Lower Vertebrates: Structure, Constraint, and the Material Basis of Form	book	standalone	27348
standardgalactic/library	projects/Distributed Centrality.tex	sources/standardgalactic/library/projects/Distributed Centrality.tex	Centrality [0.4em] Symmetry Preservation in Nonequilibrium Semantic Substrates	article	standalone	6407
standardgalactic/library	resources/geometric-memory.tex	sources/standardgalactic/library/resources/geometric-memory.tex	Geometric Memory as Trajectory Influence on a Generative Substrate	article	standalone	4721
